id,lat,lon
1,34.909568,38.991521
2,32.038198, 35.216177
3,10.473390, -10.797727
4,9.554772, 8.194058
5,14.404424, -14.505146
6,6.324517, -9.399779
7,8.607039, -11.748377
8,17.866956, -2.140406
9,12.514220, 122.445973
